title,culture/people,media/materials,object type,place,collection history,image
Gorget set,Non-Indian; used by the Alabama-Coushatta [Texas]  ,"Hammered, soldered, incised",Adornment/Jewelry,Texas; USA,"Collected from Sissy Thomas (Alibamu) in 1910 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member), assisted by Chief William M. Skye (Peoria, 1868-1923), during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10062/784/046.700x700.jpg
Pendant,possibly Saladoid (archaeological culture) (attributed)  ,"Carved, drilled",Adornment/Jewelry,Trant's Estate; Trant's; Saint Georges Parish; Montserrat,"Collected by Seymour Wylde Wilkin Howes (1883-1927, manager of Trant's estate on Montserrat), probably in the early 1900s; purchased by MAI from Seymour Howes in 1924.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10094/989/DSC00008.700x700.jpg
title,culture/people,media/materials,object type,place,collection history,image
Flag,Non-Indian and Iroquois  ,Commercially produced/manufactured,Advertising/Logo items,New York; USA,"Formerly in the collection of Senator Daniel K. Inouye (1924-2012, D-Hawaii) and probably received as a gift in recognition of his service to American Indians as Chairman of the Senate Committee on Indian Affairs (1987-1995 and 2001-2003); donated to NMAI by Senator Inouye's widow Irene Hirano Inouye (1948-2020) in 2013.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10224/722/269118_000_001_20130429_ps.700x700.jpg
Flag,Non-Indian and Assiniboine (Stoney)  ,Sewn,Advertising/Logo items,"Fort Belknap, Fort Belknap Reservation; Blaine County; Montana; USA","Formerly in the collection of Senator Daniel K. Inouye (1924-2012, D-Hawaii) and probably received as a gift in recognition of his service to American Indians as Chairman of the Senate Committee on Indian Affairs (1987-1995 and 2001-2003); donated to NMAI by Senator Inouye's widow Irene Hirano Inouye (1948-2020) in 2013.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10230/567/269112_000_001_20130429_ps.700x700.jpg
Flag,Non-Indian and Oglala Lakota  ,Commercially produced/manufactured,Advertising/Logo items,"Manufactured in Redwood City, California; Pine Ridge, Pine Ridge Reservation; Oglala Lakota County; South Dakota; USA","Formerly in the collection of Senator Daniel K. Inouye (1924-2012, D-Hawaii) and probably received as a gift in recognition of his service to American Indians as Chairman of the Senate Committee on Indian Affairs (1987-1995 and 2001-2003); donated to NMAI by Senator Inouye's widow Irene Hirano Inouye (1948-2020) in 2013.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10224/718/269114_000_001_20130429_ps.700x700.jpg
Flag,Non-Indian and Southern Tsitsistas/Suhtai (Cheyenne)  ,Commercially produced/manufactured,Advertising/Logo items,Roseland; Essex County; New Jersey; USA,"Formerly in the collection of Senator Daniel K. Inouye (1924-2012, D-Hawaii) and probably received as a gift in recognition of his service to American Indians as Chairman of the Senate Committee on Indian Affairs (1987-1995 and 2001-2003); donated to NMAI by Senator Inouye's widow Irene Hirano Inouye (1948-2020) in 2013.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10224/720/269116_000_001_20130429_ps.700x700.jpg
Flag,"Non-Indian and Pikuni (Piegan) [Blackfeet Nation, Browning, Montana]  ",Commercially produced/manufactured,Advertising/Logo items,Roseland; Essex County; New Jersey; USA,"Formerly in the collection of Senator Daniel K. Inouye (1924-2012, D-Hawaii) and probably received as a gift in recognition of his service to American Indians as Chairman of the Senate Committee on Indian Affairs (1987-1995 and 2001-2003); donated to NMAI by Senator Inouye's widow Irene Hirano Inouye (1948-2020) in 2013.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10224/721/269117_000_001_20130429_ps.700x700.jpg
Flag,"Non-Indian and Pikuni (Piegan) [Blackfeet Nation, Browning, Montana]  ",Commercially produced/manufactured,Advertising/Logo items,Portland; Multnomah County; Oregon; USA,"Formerly in the collection of Senator Daniel K. Inouye (1924-2012, D-Hawaii) and probably received as a gift in recognition of his service to American Indians as Chairman of the Senate Committee on Indian Affairs (1987-1995 and 2001-2003); donated to NMAI by Senator Inouye's widow Irene Hirano Inouye (1948-2020) in 2013.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10224/716/269111_000_001_20130429_ps.700x700.jpg
Flag,"Non-Indian and Minnesota Chippewa [Red Lake, Minnesota]  ",Commercially produced/manufactured,Advertising/Logo items,Red Lake Band Reservation; Beltrami County; Minnesota; USA,"Formerly in the collection of Senator Daniel K. Inouye (1924-2012, D-Hawaii) and probably received as a gift in recognition of his service to American Indians as Chairman of the Senate Committee on Indian Affairs (1987-1995 and 2001-2003); donated to NMAI by Senator Inouye's widow Irene Hirano Inouye (1948-2020) in 2013.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10224/719/269115_000_001_20130429_ps.700x700.jpg
Commemorative coin and packaging,Non-Indian  ,"Struck/minted, commercially produced/manufactured, printed",Advertising/Logo items,"Washington, DC; District of Columbia; USA","Formerly in the collection of Senator Daniel K. Inouye (1924-2012, D-Hawaii) and probably received as a gift in recognition of his service to American Indians as Chairman of the Senate Committee on Indian Affairs (1987-1995 and 2001-2003); donated to NMAI by Senator Inouye's widow Irene Hirano Inouye (1948-2020) in 2013.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10228/002/269094_000_001_20130613_ps.700x700.jpg
Flag,Non-Indian and Oglala Lakota (Oglala Sioux)  ,Commercially produced/manufactured,Advertising/Logo items,"Pine Ridge, Pine Ridge Reservation; Oglala Lakota County; South Dakota; USA","Formerly in the collection of Senator Daniel K. Inouye (1924-2012, D-Hawaii) and probably received as a gift in recognition of his service to American Indians as Chairman of the Senate Committee on Indian Affairs (1987-1995 and 2001-2003); donated to NMAI by Senator Inouye's widow Irene Hirano Inouye (1948-2020) in 2013.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10224/717/269113_000_001_20130429_ps.700x700.jpg
Badge,Non-Indian  ,"Printed, laminated",Advertising/Logo items,"Washington, DC; District of Columbia; USA (inferred)","Formerly in the collection of Senator Daniel K. Inouye (1924-2012, D-Hawaii) and probably received as a gift in recognition of his service to American Indians as Chairman of the Senate Committee on Indian Affairs (1987-1995 and 2001-2003); donated to NMAI by Senator Inouye's widow Irene Hirano Inouye (1948-2020) in 2013.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10227/987/269057_000_001_20130514_ps.700x700.jpg
Wall hanging,Oklahoma Choctaw  ,"Modeled, stamped",Advertising/Logo items,Atwood; Oklahoma; USA,"NMAI purchase from the artist, 2014.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10249/611/269326_000_001_20141203_ps.700x700.jpg
Garment patch,Non-Indian  ,"Commercially produced/manufactured, machine-embroidered",Advertising/Logo items,"Washington, DC; District of Columbia; USA","Distributed to members of the public during the September 2011 opening of NMAI's the imagiNATIONS Activity Center in Washington, DC",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10214/252/268576_000_001_20120601_ps.700x700.jpg
Pennant,Non-Indian  ,Commercially produced/manufactured,Advertising/Logo items,USA,"Purchased by the Balch Institute for Ethnic Studies (part of the Historical Society of Pennsylvania, Philadelphia) at Union Station (Washington. DC) in 1988; donated to NMAI by the Historical Society of Pennsylvania in 2005.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10000/764/265538_000_001_20060531_ps.700x700.jpg
Flag,Mohawk [Kahnawake (Caughnawaga)]  ,"Sewn, appliquéd",Advertising/Logo items,Kahnawake Reserve (Caughnawaga Reserve); Montérégie Region; Québec; Canada,"Collection history unknown; formerly in the collection of Christian F. Schuster (1868-1957, a collector and amateur archaeologist in Holyoke, Massachusetts); purchased by MAI from Christian Schuster in 1953.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4014/376/044.700x700.jpg
British flag,Non-Indian; said to have been used by the Shawnee  ,"Sewn, appliquéd",Advertising/Logo items,Canada (inferred),"Said to have been given to Tecumseh (Shawnee, 1768-1813) by the British circa 1812, and carried during the Battle of the Thames in 1812 by Sawa Benashe (probably Yellow Hawk/Othaawaapeelethee, Shawnee, ca. 1728-ca. 1820); handed down in Sawa Benashe's family as an heirloom; purchased by Native art collector Milford G. Chandler (1889-1981) in 1942 from a descendant of Sawa Benashe; purchased by MAI from Milford Chandler in 1961.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10223/593/230730_000_002_20120730_ps.700x700.jpg
Flag,Miccosukee Seminole (Mikasuki)  ,Sewn,Advertising/Logo items,Big Cypress Reservation; Hendry County; Florida; USA,"Collected in 1966 by William F. Stiles (1912-1980, MAI curator) during MAI-sponsored fieldwork.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10106/375/238330-F.350x350.jpg
Membership card for Alaska Historical Association,Non-Indian  ,"Printed, written",Advertising/Logo items,Alaska; USA,"Issued to geologist and explorer Richard Fenley Hunter (1886-1965) in 1921; inherited by his widow, Hazel M. Hunter (1899-1969); and subsequently by her sister, Marion M. Peler (1905-1992); donated to MAI by Marion Peler in 1970 in memory of Hazel M. Hunter.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4098/300/105.700x700.jpg
Lapel pin,Non-Indian  ,Cast,Advertising/Logo items,USA (inferred),Collection history unknown; formerly in the collection of noted Indian artifact collector Ralph E. Olson (1915-1989); donated to MAI by Ralph Olson in 1972.,https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4049/368/021.700x700.jpg
Lapel pin,Non-Indian  ,Stamped,Advertising/Logo items,USA (inferred),Collection history unknown; formerly in the collection of MAI director Dr. Frederick J. Dockstader (1912-1998); donated to MAI by Frederick Dockstader in 1972.,https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4056/077/006.700x700.jpg
Seminole Nation flag,Seminole  ,Sewn,Advertising/Logo items,Florida; USA,"Purchased from the artist by William F. Stiles (1912-1980, MAI curator) in 1973 during MAI-sponsored fieldwork.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/200/849/DSC00059.700x700.jpg
title,culture/people,media/materials,object type,place,collection history,image
Saddle frame,"Potawatomi [Prairie Band, Kansas]  ","Bent, stitched",Animal Tack and Animal Husbandry,Kansas; USA,"Collected from Ci'-pa-do-wa' (Prairie Band Potawatomi) in 1910 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member), assisted by Chief William M. Skye (Peoria, 1868-1923) and expedition interpreter Leo Walker (Sac and Fox), during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4133/335/032.700x700.jpg
Saddle frame,Sac and Fox (Sauk & Fox)  ,"Stitched, carved",Animal Tack and Animal Husbandry,Oklahoma; USA,"Collected from Co-kwi-wu (Sac and Fox) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member), assisted by Chief William M. Skye (Peoria, 1868-1923) and Hope M. Fulbright (1879-1949), during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4126/187/047.700x700.jpg
Charm/Amulet and case/container,Oklahoma Delaware  ,Commercially produced/manufactured,Animal Tack and Animal Husbandry,Oklahoma; USA,"Collected from Lizzie Half moon Peacock (Oklahoma Delaware) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4067/585/048.700x700.jpg
Quirt,Osage  ,Carved,Animal Tack and Animal Husbandry,Oklahoma; USA,"Collected from Olo'xa wa (Osage) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4068/018/074.700x700.jpg
Quirt,Kiowa  ,Carved,Animal Tack and Animal Husbandry,Oklahoma; USA,"Collected from To'n-kia-ba-te (Kiowa) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10095/192/DSC00043.700x700.jpg
Stirrup,Enxet (Lengua)  ,Stitched,Animal Tack and Animal Husbandry,Eastern Bolivia; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1927.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/253/205/049.700x700.none.jpg
Quirt,Plains Cree (Prairie Cree)  ,"Carved, overlay beadwork, studded",Animal Tack and Animal Husbandry,Alberta or Saskatchewan; Canada (inferred),"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1937.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4056/177/034.700x700.jpg
Quirt,possibly Great Lakes (attributed)  ,"Carved, quill plaiting/woven quillwork, wrapped",Animal Tack and Animal Husbandry,"Great Lakes region; Canada, USA (inferred)","Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) in 1907 from the J. C. Stevens Auction Rooms (London, England); purchased by George Heye from W.O. Oldman in 1914.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4034/478/007.700x700.jpg
Stirrup,Enxet (Lengua)  ,Incised,Animal Tack and Animal Husbandry,Eastern Bolivia; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1927.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/253/157/001.700x700.none.jpg
Pad saddle,Plains Cree (Prairie Cree)  ,Overlay beadwork,Animal Tack and Animal Husbandry,Alberta or Saskatchewan; Canada (inferred),"Collection history unknown; formerly in the collection of the Chichester Museum (Chichester, West Sussex, England) and said to have been acquired by the museum about 1845; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1912; purchased by George Heye from W.O. Oldman in 1913.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4057/073/007.700x700.jpg
